Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Nhân viên điều phối vận tải (Mới),Công Ty TNHH Sản Xuất - Cung ứng Vật Tư Nông Nghiệp Xanh (GAPRO VIETNAM),Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,01-10-2025,Hôm nay,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-phoi-van-tai.35C599DE.html
Nhân viên kế toán  (Làm việc tại KCN Long Hậu) (Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-lam-viec-tai-kcn-long-hau.35C599F3.html
Chuyên Viên Digital Marketing (Mới),Công ty Cổ phần Tập đoàn Gỗ Minh Long,Hà Nội,Lương: 10 Tr - 16 Tr VND,01-10-2025,09-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-digital-marketing.35C5991D.html
Factory Technical Support  - Chuyên Gia Kỹ Thuật Nhà Máy(Mới),CÔNG TY TNHH RYDER INDUSTRIES VIỆT NAM,Đồng Nai,Lương: 45 Tr - 54 Tr VND,01-10-2025,25-10-2025,https://careerviet.vn/vi/tim-viec-lam/factory-technical-support-chuyen-gia-ky-thuat-nha-may.35C599F4.html
Nhân viên kế hoạch sản xuất  (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-san-xuat-lam-viec-tai-kcn-long-hau.35C599EE.html
Trưởng nhóm kỹ thuật(Mới),CÔNG TY CỔ PHẦN PCM,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ky-thuat.35C599EB.html
Kỹ sư công nghệ(Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-cong-nghe.35C599F0.html
Nhân viên thành phẩm  (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thanh-pham-lam-viec-tai-kcn-long-hau.35C599E6.html
Nhân Viên Chăm sóc khách hàng Ví điện tử MoMo(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,5 Tr - 8,5 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-vi-dien-tu-momo.35C599ED.html
Kỹ sư vận hành và bảo trì hệ thống năng lượng mặt trời(Mới),Công Ty Cổ Phần BCG Energy,Hồ Chí Minh,Lương: 16 Tr - 19 Tr VND,01-10-2025,29-01-2026,https://careerviet.vn/vi/tim-viec-lam/ky-su-van-hanh-va-bao-tri-he-thong-nang-luong-mat-troi.35C599E8.html
"Sales Executive (ISO, Medical Equipment) - P.05(Mới)",TÜV Rheinland Vietnam,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/sales-executive-iso-medical-equipment-p-05.35C599EA.html
Kỹ Thuật Pha Màu(Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-pha-mau.35C599E9.html
Nhân viên giao nhận kiểm đếm tại kho Cocacola Long An(Mới),CÔNG TY CỔ PHẦN VẬN TẢI BIỂN CONTAINER THÁI BÌNH DƯƠNG,Long An,Lương: 10 Tr - 15 Tr VND,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-giao-nhan-kiem-dem-tai-kho-cocacola-long-an.35C599E2.html
"Nhân Viên Kỹ Thuật Thi Công Hệ Thống Mạng, Camera(Mới)",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Hồ Chí Minh,Lương: 8 Tr - 13 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-thi-cong-he-thong-mang-camera.35C599E4.html
Nhân viên vật tư (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-vat-tu-lam-viec-tai-kcn-long-hau.35C28B5E.html
KỸ SƯ QA/QC (Công trình)(Mới),CÔNG TY CỔ PHẦN MEGABUILD,Lâm Đồng,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-qa-qc-cong-trinh.35C599A1.html
Chuyên viên kinh doanh CNTT - Lương cứng từ 8 - 12 triệu(Mới),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Hồ Chí Minh,Lương: 8 Tr - 20 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-cntt-luong-cung-tu-8-12-trieu.35C599D4.html
Nhân Viên QA Vi Sinh (Bắc Ninh)(Mới),"ORION FOOD VINA CO.,LTD",Bắc Ninh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qa-vi-sinh-bac-ninh.35C599DF.html
Trưởng phòng Quản lý Vận Hành Bất Động Sản(Mới),Công Ty Cổ Phần Tập Đoàn Sunshine,Hồ Chí Minh,Lương: 20 Tr - 35 Tr VND,01-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-quan-ly-van-hanh-bat-dong-san.35C599E0.html
Kỹ sư chất lượng(Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-chat-luong.35C599E1.html
HCM - Nhân viên admin thời vụ(Mới),Cty TNHH Yakult Việt Nam,Hồ Chí Minh,Lương: 10 Tr - 12 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/hcm-nhan-vien-admin-thoi-vu.35C599DD.html
Nhân viên quản lý nhà thầu công trình | Construction Contractor Management Staff(Mới),Công ty TNHH Giầy Chingluh Việt Nam,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-quan-ly-nha-thau-cong-trinh-construction-contractor-management-staff.35C599D7.html
Nhân viên kỹ thuật (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-lam-viec-tai-kcn-long-hau.35C599CE.html
Trưởng Phòng Kinh Doanh(Mới),Công ty Cổ phần Lux Decor Việt Nam,Hà Nội,Lương: Trên 30 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh.35C599D6.html
Kế Toán Chi Phí(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN ONSEN FUJI,Phú Thọ,Lương: 7 Tr - 10 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-chi-phi.35C599DB.html
Sales Executive(Mới),Công ty TNHH ChargePlus VietNam,Hà Nội,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/sales-executive.35C599D9.html
Kỹ sư Công nghiệp (Industrial Engineer)(Mới),Công ty TNHH MTV Sen Vàng Việt Nam,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,01-10-2025,Hôm nay,https://careerviet.vn/vi/tim-viec-lam/ky-su-cong-nghiep-industrial-engineer.35C599D8.html
Chuyên viên kiểm xưởng(Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-xuong.35C599D5.html
Trưởng nhóm vận hành Sàn TMĐT Shopee - Thương hiệu Wilson(Mới),CÔNG TY TNHH ANTA SPORTS VIỆT NAM,Hà Nội,Lương: 35 Tr - 40 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-van-hanh-san-tmdt-shopee-thuong-hieu-wilson.35C599D3.html
KỸ SƯ SMT(Mới),CÔNG TY TNHH RYDER INDUSTRIES VIỆT NAM,Đồng Nai,Lương: Cạnh Tranh,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-smt.35C5975C.html
Nhân Viên Chăm Sóc Khách Hàng Kênh Call Inbound Shopee(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,8 Tr - 8 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-call-inbound-shopee.35C599D2.html
BẾP TRƯỞNG ĐIỀU HÀNH(Mới),"Iconic Co.,Ltd",Hồ Chí Minh,Lương: 25 Tr - 35 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/bep-truong-dieu-hanh.35C599C3.html
Kế Toán Tổng Hợp(Mới),Orioled Hub,Bà Rịa - Vũng Tàu,Lương: Lên đến 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C599CA.html
Chuyên viên IT (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it.35C599D1.html
Chuyên viên IT (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it.35C599D1.html
Vĩnh Phúc - Nhân viên kinh doanh (Mới),Cty TNHH Yakult Việt Nam,Vĩnh Phúc,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/vinh-phuc-nhan-vien-kinh-doanh.35C599CF.html
Accountant (Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/accountant.35C599D0.html
Chuyên viên thu mua (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thu-mua.35C599C9.html
(KCN Đông Xuyên - VT) - GIÁM SÁT SẢN XUẤT (Mới),Công ty TNHH GT Line Á Châu,Bà Rịa - Vũng Tàu,Lương: 15 Tr - 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/kcn-dong-xuyen-vt-giam-sat-san-xuat.35C599C5.html
Nhân viên sản xuất ( Làm việc tại KCN Long Hậu) (Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-san-xuat-lam-viec-tai-kcn-long-hau.35C599B0.html
"HO - CVCC Tiếp quản tài sản, TT Xử lý nợ (Mới)",Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh Đà Nẵng Lâm Đồng,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ho-cvcc-tiep-quan-tai-san-tt-xu-ly-no.35C599C7.html
QA Officer/Executive - Xưởng sản xuất (Mới),CÔNG TY CỔ PHẦN PHÊ LA,Đồng Nai Hồ Chí Minh,Lương: 8 Tr - 15 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/qa-officer-executive-xuong-san-xuat.35C599C1.html
Sales Senior Supervisor  - Kênh MT HCM (Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/sales-senior-supervisor-kenh-mt-hcm.35C599B4.html
"HO - Chuyên viên/CVCC xử lý nợ khách hàng cá nhân (Có TSĐB), TT Xử lý nợ, K. QTRR (Mới)",Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh Đồng Bằng Sông Cửu Long KV Nam Trung Bộ,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ho-chuyen-vien-cvcc-xu-ly-no-khach-hang-ca-nhan-co-tsdb-tt-xu-ly-no-k-qtrr.35C599C2.html
KCN Đông Xuyên VT_ Tổ trưởng sản xuất (Nam/Nữ ) (Mới),Công ty TNHH GT Line Á Châu,Bà Rịa - Vũng Tàu,Lương: 12 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/kcn-dong-xuyen-vt_-to-truong-san-xuat-nam-nu.35C599B6.html
Nhân viên chăm sóc khách hàng Kênh Chat Driver ShopeeFood (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-chat-driver-shopeefood.35C599BB.html
CHUYÊN VIÊN VẬN HÀNH KHO - FMCG,Công Ty Cổ Phần Phúc Sinh,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-kho-fmcg.35C5952B.html
Chuyên viên xuất nhập khẩu (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-xuat-nhap-khau.35C599BF.html
QA Team Leader (Mới),CÔNG TY CỔ PHẦN PHÊ LA,Hồ Chí Minh,Lương: 15 Tr - 18 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/qa-team-leader.35C599BD.html
NHÂN VIÊN KINH DOANH LĨNH VỰC VẬT LIỆU XÂY DỰNG ( Không yêu cầu kinh nghiệm) (Mới),CÔNG TY CỔ PHẦN GẠCH MIỀN BẮC,Hà Nội,Lương: 15 Tr - 35 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-linh-vuc-vat-lieu-xay-dung-khong-yeu-cau-kinh-nghiem.35C599BA.html
Nhân viên bảo trì (Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,"Lương: 10,5 Tr - 13 Tr VND",01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C599B7.html
IT Governance Risk Compliance (IT GRC) (Mới),CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-12-2025,https://careerviet.vn/vi/tim-viec-lam/it-governance-risk-compliance-it-grc.35C599B8.html
Chuyên viên Vận hành Dịch vụ Khách hàng (Mới),BVBank - Ngân hàng Bản Việt,Hồ Chí Minh,Lương: Cạnh tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-dich-vu-khach-hang.35C59998.html
Nhân Viên Thủ Kho Bảo Trì (Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,Lương: 8 Tr - 10 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thu-kho-bao-tri.35C599B5.html
SALE ADMIN(Mới),CÔNG TY TNHH PAGE ONE VIỆT NAM,Hồ Chí Minh,Lương: 9 Tr - 10 Tr VND,01-10-2025,4,https://careerviet.vn/vi/tim-viec-lam/sale-admin.35C599B1.html
Planning Staff/ Nhân Viên Kế Hoạch(Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,Lương: 9 Tr - 14 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/planning-staff-nhan-vien-ke-hoach.35C599B3.html
Customer Service  (Chuyên viên Xử lý đơn hàng)(Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/customer-service-chuyen-vien-xu-ly-don-hang.35C599AB.html
Nhân Viên Kinh Doanh Giao Hàng Tận Nhà - Biên Hòa(Mới),Cty TNHH Yakult Việt Nam,Đồng Nai,Lương: 11 Tr - 15 Tr VND,01-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-giao-hang-tan-nha-bien-hoa.35C583BA.html
IT HELPDESK SPECIALIST (CONTRACTOR)(Mới),Coca-Cola Beverages Vietnam,Hà Nội Long An Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/it-helpdesk-specialist-contractor.35C599A3.html
Diễn họa nội thất(Mới),Công ty Cổ phần Tập đoàn Gỗ Minh Long,Hà Nội,Lương: 14 Tr - 20 Tr VND,01-10-2025,09-11-2025,https://careerviet.vn/vi/tim-viec-lam/dien-hoa-noi-that.35C59924.html
Nhân viên xuất nhập khẩu (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau-lam-viec-tai-kcn-long-hau.35C2B570.html
Financial Analyst Officer(Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,01-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/financial-analyst-officer.35C599AD.html
[Đà Nẵng] - Trưởng nhóm kinh doanh trả góp ô Tô(Mới),LOTTE FINANCE VIETNAM,Đà Nẵng,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/da-nang-truong-nhom-kinh-doanh-tra-gop-o-to.35C599AA.html
Content leader(Mới),Công ty Cổ phần Tập đoàn Gỗ Minh Long,Hà Nội,Lương: 18 Tr - 25 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/content-leader.35C59923.html
Giám Đốc Kinh Doanh Khu Vực (Key Account Manager) S.KAM/ KAM(Mới),Công Ty TNHH Earth Corporation Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-12-2025,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh-khu-vuc-key-account-manager-s-kam-kam.35C599A0.html
[HCM] - Trưởng nhóm kinh doanh trả góp ô Tô(Mới),LOTTE FINANCE VIETNAM,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/hcm-truong-nhom-kinh-doanh-tra-gop-o-to.35C599A8.html
Nhân viên Kế hoạch – Dự toán – Khối lượng (QS),CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN THỦ THỪA,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,01-10-2025,10-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-du-toan-khoi-luong-qs.35C56417.html
"Nhân Viên Kinh Doanh Giao Hàng Tận Nhà - CN Hà Nội ( Dương Khuê, Giải Phóng, Hà Đông, Long Biên , Gia Lâm)(Mới)",Cty TNHH Yakult Việt Nam,Hà Nội,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-giao-hang-tan-nha-cn-ha-noi-duong-khue-giai-phong-ha-dong-long-bien-gia-lam.35C5926C.html
KỸ SƯ TỰ ĐỘNG HÓA LÀM VIỆC TẠI KCN TIÊN SƠN - BẮC NINH(Mới),CÔNG TY TNHH CÔNG NGHỆ MMT,Bắc Ninh,Lương: 10 Tr - 15 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-tu-dong-hoa-lam-viec-tai-kcn-tien-son-bac-ninh.35C59513.html
DĨ AN - NVKD BÁN HÀNG TRỰC TIẾP(Mới),Cty TNHH Yakult Việt Nam - Chi Nhánh Dĩ An,Bình Dương,Lương: 10 Tr - 14 Tr VND,01-10-2025,27-10-2025,https://careerviet.vn/vi/tim-viec-lam/di-an-nvkd-ban-hang-truc-tiep.35C5927A.html
HÀ ĐÔNG- NHÂN VIÊN KINH DOANH BAN GIAO DỊCH VÀ ĐÀM PHÁN(Mới),Cty TNHH Yakult Việt Nam,Hà Nội,Lương: 10 Tr - 19 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ha-dong-nhan-vien-kinh-doanh-ban-giao-dich-va-dam-phan.35C5926B.html
Nhân Viên Kinh Doanh Phát triển  Giao Hàng Tận Nhà - Biên Hòa(Mới),Cty TNHH Yakult Việt Nam,Đồng Nai,Lương: 11 Tr - 15 Tr VND,01-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phat-trien-giao-hang-tan-nha-bien-hoa.35C583B8.html
Giám Sát Thi Công Nội Thất [Eco Factory Việt Nam](Mới),Công ty cổ phần sản xuất Eco Factory Việt Nam,Hà Nội,Lương: 14 Tr - 16 Tr VND,01-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-sat-thi-cong-noi-that-eco-factory-viet-nam.35C5999F.html
IT Helpdesk / IT Support(Mới),CT CP Tập Đoàn Thái Tuấn,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/it-helpdesk-it-support.35C59999.html
Kỹ Sư QAQC (công trình xây dựng)(Mới),Công ty TNHH MTV Đầu tư Xây dựng Phát triển Nam Khang,Cần Thơ Long An Đồng Nai,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-qaqc-cong-trinh-xay-dung.35C5999B.html
SCM Data Analyst(Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/scm-data-analyst.35C59977.html
Họa Viên Cơ Điện(Mới),Công ty TNHH Tư vấn Dự án SEAS,Hồ Chí Minh,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/hoa-vien-co-dien.35C59992.html
Thực tập sinh kế toán(Mới),CÔNG TY TNHH ĐẦU TƯ ITS,Hồ Chí Minh,Lương: Lên đến 2 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-ke-toan.35C59997.html
Nhân Viên Chăm sóc khách hàng (Hỗ trợ content Seller_ShopeeFood)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 8 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ho-tro-content-seller_shopeefood.35C59996.html
Nhân viên chất lượng ( Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-chat-luong-lam-viec-tai-kcn-long-hau.35C4FED8.html
[BIÊN HÒA] KỸ SƯ TRẮC ĐẠC(Mới),Tổng công ty Xây dựng số 1 – CTCP,Đồng Nai,Lương: Cạnh Tranh,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/bien-hoa-ky-su-trac-dac.35C59993.html
NHÂN VIÊN MEDIA(Mới),Công ty cổ phần Anvy,Hà Nội,Lương: Cạnh Tranh,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-media.35C40AAD.html
NHÂN VIÊN PHIÊN DỊCH TIẾNG HÀN,Công ty TNHH JM,Hồ Chí Minh,Lương: 15 Tr - 30 Tr VND,01-10-2025,22-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phien-dich-tieng-han.35C58436.html
Chăm Sóc Khách Hàng ShopeeFood (Driver Chat_Chỉ chat ít call)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/cham-soc-khach-hang-shopeefood-driver-chat_chi-chat-it-call.35C59991.html
KỸ SƯ THIẾT KẾ  MÁY TỰ ĐỘNG - PHẦN CƠ KHÍ (Mới),CÔNG TY CỔ PHẦN TỰ ĐỘNG HOÁ TCI,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-may-tu-dong-phan-co-khi.35C58CAA.html
KỸ SƯ THIẾT KẾ  MÁY TỰ ĐỘNG - PHẦN CƠ KHÍ (Mới),CÔNG TY CỔ PHẦN TỰ ĐỘNG HOÁ TCI,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-may-tu-dong-phan-co-khi.35C58CAA.html
"Trực Tổng Đài Viettel Post tại Hoài Đức, Hà Nội.H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,01-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/truc-tong-dai-viettel-post-tai-hoai-duc-ha-noi-h2.35C5998C.html
Nhân Viên Duyệt Hồ Sơ Seller Shopee (Thời Vụ) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: Lên đến 6 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-duyet-ho-so-seller-shopee-thoi-vu.35C5998E.html
Kế toán tổng hợp (Mới),Công Ty Cổ Phần Tập Đoàn Sunshine Sài Gòn,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,01-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C5998B.html
"Nhân viên chăm sóc khách hàng Viettel Post tại Hoài Đức, Hà Nội.H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,01-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-viettel-post-tai-hoai-duc-ha-noi-h2.35C59989.html
